Sl.No.,Brand,Name,Reviews Date Added,Reviews do Recommend,Reviews Num Helpful,Reviews Rating,Weight,Reviews Title,Reviews Text
1530,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,4,4,14.4 ounces,good but not best,this do a great job but I like the orange fiber Choice you no longer carry better
1531,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,1,4,14.4 ounces,Fiber Choice,"It is fine, but it lacked the weight control feature that I was hoping for. My fault, I guess, but it's fine otherwise."
1532,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,2,4,14.4 ounces,Fiber Choice,This Product works great. I have been taking it for years. Wish it would come without any food colors.
1533,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,2,5,14.4 ounces,Tastes great,"Tasty little treats, gives fiber and fills the sweet tooth. No gassy side effects."
1534,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,2,5,14.4 ounces,Great for me because I don't get enough fiber.,Great product
1535,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,3,5,14.4 ounces,"Fiber Choice Prediotic Fiber Chewable Tablets, 90","These are good tasting, easy to chew and swallow, just take one and I am on my way, no mixing of powder or measuring. I like them a lot and they seem to help with me being regular."
1536,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,1,5,14.4 ounces,fiber choice fiber pills,If you need some fiber to help you these are the ones to definitely get.
1537,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,2,5,14.4 ounces,Good Value,It helps digestion.
1538,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,2,5,14.4 ounces,Great Product Horrible Ship time,Took forever for Walmart to ship this item....
1539,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,2,5,14.4 ounces,Excellent source of fiber,Love getting a great source of fiber in a delicious tablet!
1540,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,1,5,14.4 ounces,Great,Great
1541,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,6,5,14.4 ounces,fiber choice,"It was a good choice for me. It was delivered on time. I order AZO I ordered two, but only got one because the person who delivered it dropped it over the gate and my dogs got a hold of it. There is a note on the outside of gate asking the person who delivers packages to put it on the ledge. And for some reason the person didn't read the note."
1542,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,2,5,14.4 ounces,supplements,great way to increase fiber intake
1543,Fiber Choice,Fiber Choice Prebiotic Fiber Supplement Sugar-Free Chewable Tablets Assorted Fruit - 90 CT,2017-09-07T20:13:07Z,TRUE,0,5,14.4 ounces,Good chewie,"Best price around, quality product. Works as well as other brands- like the chewies... Got one of these for a friend as well as two for myself"
1544,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,Works As Advertised,"This wine thief works exactly as advertised. Sanitize it, pump it up and down in the must or wine a few times and it fills right up. It will work with your hydrometer in it and it's also great for filling a sample cylinder. Really speeds of the process when checking specific gravity."
1545,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,Works great...some of the time,"Works great when the pin at the bottom sits correctly, which seems to be maybe half of the time. Otherwise it has a slow leak which makes pulling a sample difficult. However when it does sit correctly it works great and makes taking a gravity reading a breeze just sterilize the thief and hydrometer, and drop the hydrometer right into the thief. Pull a sample, take a reading, and return the beer into your fermenter by pressing the pin against the side of your vessel."
1546,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,One of my best investments! Makes is so much easier to sample ...,One of my best investments! Makes is so much easier to sample out of a glass carboy and not waste the sample! you can take a hydrometer reading right inside the tube then empty it back into the carboy or other fermenter.
1547,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,Easy Hydrometer Readings,"This product works exactly as expected. Makes taking samples for hydrometer readings easier than ever. I just drop my hydrometer into the thief and get my reading with no other equipment needed.The only problem I have is sometimes it doesn't drain very well when I have lots of hop particles or other solids floating around in the wort, but this is more of just a small annoyance than any kind of defect in the product."
1548,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,Great way to sample your brew or take gravity measurements.,Good way to sample your Mead or Wine with out bothering the sediment on the bottom. Use to take gravity measurements or just grab a young not quite ready drink.
1549,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,I love it,a must if your making wine or brewing beer. dip it in and it will take it out. now you can take your reading. touch the tip and it will come right out.
1550,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,"Lightweight, easy to use - leaks a bit 1 of 1 people found this helpful. Was this review helpful to you Yes No","This works OK, but it does tend to drip out of the bottom when used. Besides using a refractometer, it would be nice if these wine thiefs and hydrometers were smaller in diameter so as to not waste so much beer when taking gravity samples."
1551,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,"If you test your home brew with a hydrometer, this is a must!",Great way to safely and easily remove some home brew from a 5 gallon batch to test it with a hydrometer. Gives you a good long reach into the carboy and it does a great job grabbing enough for testing purposes. Using mine with a 5 gallon glass carboy with a top that accommodates a size 7 stopper. Sanitize it beforehand to prevent contamination and if you're careful you can pour it back when you're done. Dripping is truly minimal. Might find a drop or two from point A to B. Not a necessity for every home brewer but for me it's come in handy.
1552,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,Perfect for thieving beer from unsuspecting fermentors 1 of 1 people found this helpful. Was this review helpful to you Yes No,"I would give this 3 stars since it does tend to leak out the bottom, but brewing is messy so it doesnt bother me. I am giving it 4 stars because mine came with the insert to use it as an autosiphon which was a huge plus. Not sure if this was as intended or a mistake. Either way, works for me!"
1553,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,"Lightweight, easy to use - leaks a bit","This works OK, but it does tend to drip out of the bottom when used. Besides using a refractometer, it would be nice if these wine thiefs and hydrometers were smaller in diameter so as to not waste so much beer when taking gravity samples."
1554,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,I love it 2 of 2 people found this helpful. Was this review helpful to you Yes No,a must if your making wine or brewing beer. dip it in and it will take it out. now you can take your reading. touch the tip and it will come right out.
1555,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,Works great...some of the time 2 of 2 people found this helpful. Was this review helpful to you Yes No,"Works great when the pin at the bottom sits correctly, which seems to be maybe half of the time. Otherwise it has a slow leak which makes pulling a sample difficult. However when it does sit correctly it works great and makes taking a gravity reading a breeze just sterilize the thief and hydrometer, and drop the hydrometer right into the thief. Pull a sample, take a reading, and return the beer into your fermenter by pressing the pin against the side of your vessel."
1556,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,Works As Advertised 1 of 1 people found this helpful. Was this review helpful to you Yes No,"This wine thief works exactly as advertised. Sanitize it, pump it up and down in the must or wine a few times and it fills right up. It will work with your hydrometer in it and it's also great for filling a sample cylinder. Really speeds of the process when checking specific gravity."
1557,BrewCraft,"Fermtech Wine/Beer Thief, 19 Long",2015-12-01T00:44:57Z,,,,1.6 ounces,Perfect size for dropping into the head of a carboy ...,Perfect size for dropping into the head of a carboy without it falling in. You always get just enough of a sample to test and can easily return it when done.
1558,Powell & Mahoney,"Powell _ Mahoney Cocktail Mixer, Chipotle Bloody Mary, 750 Ml",2017-08-15T03:05:22Z,TRUE,,5,,Tasty,Excellent Choice. Have never seen Locally
1559,Powell & Mahoney,Powell _ Mahoney Old Ballycastle Ginger Vintage Original Cocktail Mixer - 750 ml,2016-07-07T19:17:42Z,,,5,2.8 pounds,This ginger cocktail is great for tea,"This ginger cocktail is great for tea, a mixed beverage or straight over ice. It is very soothing for a sort throat."
1560,Powell & Mahoney,Powell _ Mahoney Old Ballycastle Ginger Vintage Original Cocktail Mixer - 750 ml,2016-07-07T19:17:42Z,,,5,2.8 pounds,Onlne purchasing makes it easy to acquire instead of driving 2 One person found this helpful. Was this review helpful to you Yes No,i bough my first few bottles in Vermont where this is made. Onlne purchasing makes it easy to acquire instead of driving 2 hours
1561,Powell & Mahoney,Powell _ Mahoney Old Ballycastle Ginger Vintage Original Cocktail Mixer - 750 ml,2016-07-07T19:17:42Z,,,5,2.8 pounds,Great for cocktails!,Great to use as a substitute for ginger in your cocktail mixes. You don't get the same freshness you get from grated ginger but it does the job in a pinch.
1562,Belle,"Belle Red Blend Wine, 750 mL",2017-09-20T01:18:35Z,TRUE,1,5,,Delicious tasting wine ...,"and don't let the price sway your selection! We have served these wines from Super Bowl gatherings to most recently our Thanksgiving celebration. Everyone enjoyed the wines and when we asked what they thought they cost, they couldn't believe the value! Love the Belle Made For You wines!!"
1563,Bagel Bites,Ore-Ida174 Bagel Bites174 Cheese And Pepperoni Mini Bagels 7 Oz,2017-09-20T01:18:35Z,TRUE,0,4,0.626 lbs,Bagel bites,Delio only problem they cooked unevenly
1564,Bagel Bites,Ore-Ida174 Bagel Bites174 Cheese And Pepperoni Mini Bagels 7 Oz,2017-09-20T01:18:35Z,TRUE,0,5,0.626 lbs,Love Love love,This is my favorite quickie
1565,Bagel Bites,Ore-Ida174 Bagel Bites174 Cheese And Pepperoni Mini Bagels 7 Oz,2017-09-20T01:18:35Z,TRUE,0,5,0.626 lbs,good taste,great afternoon snack
1566,COCO REAL,"Coco Real Cream Of Coconut, 21 oz ()",2017-09-06T04:49:34Z,TRUE,12,5,,Great in smoothies,"I love this stuff. I like Coco LoPez but it is in a can which makes it difficult to use just a couple of tablespoons. I add it to my fruit smoothies and gives them just that touch of sweetness and coconut flavoring to make them pop. Right now I am using it with an orange chicken stir fry. My problem is that I have been looking for it for about a month and cannot find it at the Walmart stores where I bought it originally. While this is a great product I really don't want to buy a case of it. However, if that is the only way I can get it I may have no other choice. Please start stocking this in the stores."
1567,COCO REAL,"Coco Real Cream Of Coconut, 21 oz ()",2017-09-06T04:49:34Z,TRUE,25,5,,This makes a great syrup for pancakes and waffles!,"I was searching for coconut syrup at my Walmart one day, and I found this Coco Real in the mixed drinks section. While I don't drink alcoholic drinks, I do enjoy mocktails occasionally, so I figured if it wouldn't work for pancakes, then I could make Pina/Colada Mocktails out of it and some pineapple juice. I shook the bottle good to make sure everything was mixed well, then used it on my hot pancakes at home. It was sooooo good. I usually only use pure maple syrup on them, but wanted some coconut syrup. This really filled that need so well. It was so delicious that I do believe I wouldn't even need to use butter on my pancakes when I use Coco Real as my syrup. It's not been easy to find locally for some reason, not even at the Walmart where I found it once. I bought the last two bottles Walmart had that day. It would be very nice if Walmart.com would make it available by the bottle without having to purchase an entire case at one time. I used one of those two bottles up pretty fast, but since I can't find it anymore, I am saving my remaining bottle for when I will get a real bad craving for coconut syrup. Torani also makes a good sugar-free coconut syrup that I would like for Walmart.com to keep in stock regularly, as well as their sugar-free Watermelon syrup. In the hot summertime, Torani sugar-free Watermelon syrup makes such refreshing drinks, and it goes well with Mexican food, which I really enjoy. It's the next best thing to liquefying cubes of real watermelon in my blender and chilled."
1568,Mott's Inc.,"Mr _ Mrs T Original Bloody Mary Mix, 5.5 fl oz",2017-01-14T19:38:15Z,,,,,This has hit bottom--used to be great,Until recently (Spring 2012)Mr MRS T's Original tasted like a tomato juice based scrumptous blody-mary mix. My wife and I enjoyed it. Now the original is made with high fructose cord syrup and no loger even tastes like it has a tomato juice base. I will no longer purchase this bastardized concoction.
1569,Mott's Inc.,"Mr _ Mrs T Original Bloody Mary Mix, 5.5 fl oz",2017-01-14T19:38:15Z,,,,,Very good alone!,"I actually like this alone, without any vodka! Tomato juice is good, but I love the spiciness of this mix even better. The cans make it portable (I carry them as a snack at work), and although I'm disappointed that Mr. Mrs. T has apparently discontinued the 11.5 oz size I used to buy, this size works for me, too."
1570,Mott's Inc.,"Mr _ Mrs T Original Bloody Mary Mix, 5.5 fl oz",2017-01-14T19:38:15Z,,,,,Great taste and reasonable size,I keep these on hand for my aging mother in assisted living as she likes a little spice in her snacks. These taste very good and are small enough for a quick snack between meals. I also use them in soups and stews to enrich the broth. They even make a great quick cup of soup by themselves when microwaved and topped with some grated cheese. Very nice product.
1571,Mott's Inc.,"Mr _ Mrs T Original Bloody Mary Mix, 5.5 fl oz",2017-01-14T19:38:15Z,,,,,Better than the bottle,"I developed an appreciation for this drink during my days of frequent airline travel. I prefer to drink them straight (without booze). As a result, I started buying bottles of the mix at the grocery store--because finding this by the can in the real world is impossible. IMPOSSIBLE. Unfortunately, when you buy this by the bottle something happens. The first glass tastes exactly as you expected. But once you open the bottle, if you don't drink the contents within 24-36 hours the taste turns. Keeping a stock of cans in the house, therefore, is essential. I live in a major metropolitan area and I can't find these cans in any store. Not grocery stores (including mom pop, big chains, high-end small chains, etc), not liquor stores (including corner stores or BevMo). Enter Amazon. I'm very grateful I can buy this by the can here on the interwebs. I personally prefer the smaller-size cans to the 11.5 ounce. Make sure to buy enough to qualify for super saver shipping."
1572,Mott's Inc.,"Mr _ Mrs T Original Bloody Mary Mix, 5.5 fl oz",2017-01-14T19:38:15Z,,,,,"One of the best Bloody Mary Mixes, though one of the most common","I think you can probably get this at most grocery stores. It really is one of the best mixes for bloody mary's. You hardly have to add anything extra to make a reasonable bloody mary. I usually add olives and pickle juice, though."
1573,Mott's Inc.,"Mr _ Mrs T Original Bloody Mary Mix, 5.5 fl oz",2017-01-14T19:38:15Z,,,,,I used to get these on AA flights with my snack back in the day!,These beverages are good with or without Alcohol. They used to hand them out like candy on American Airlines. I saw them here on Amazon and I could not resist!
1574,Mott's Inc.,"Mr _ Mrs T Original Bloody Mary Mix, 5.5 fl oz",2017-01-14T19:38:15Z,,,,,This stuff is Great!!!,"From the amount of this stuff I order, the folks at Amazon must think I'm a serious alcoholic. Truth is, I drink this because it's an extremely tasty Tomato Juice Cocktail! No alcohol necessary. Much tastier than V-8. Try it! You could even add alcohol, if it pleases you."
1575,Mott's Inc.,"Mr _ Mrs T Original Bloody Mary Mix, 5.5 fl oz",2017-01-14T19:38:15Z,,,,,Very Good Bloody Mary Mix - Highly Recommended!,"Mr Mrs T's Bloody Mary Mix is our favorite off-the-shelf Bloody Mary mix and these 5.5oz cans are very convenient. We use the less expensive larger bottles if we know our guests will be having Bloody Marys but like these cans for single servings since the larger bottles need to be refrigerated after being opened.We add a little more than 1oz of Vodka (your taste may vary) and find that it really doesn't need anything else for most people. It is just spicy enough for my wife, but I put an extra shot of Tabasco Sauce in mine and my mother cuts hers with a little tomato juice to dilute the heat a little. These are also good straight (without any spirits added) and as substitute for tomato juice in cooking (particularly vegetable stock) to add an extra zing to your dishes.The 24 can case is a good value (especially if you have Prime or qualify for free Super Saver shipping) since we could only find them in smaller packs locally and at a much higher price per can.Highly Recommended!CFH"
1576,Regan's,Regan's Orange Bitters No. 6 - 5 oz Bottle,2017-01-14T19:38:14Z,,,,9.6 ounces,Aromatic,"To compare with other orange bitters: these are more aromatic-tasting and have more of a real orange zest flavor than Fee's orange, which are more of a candy orange flavor, though they differ from Angostura orange, which taste more like Angostura aromatic bitters mixed with Fee's orange bitters. This is not to say that it is better different cocktails work better with the other two. I find that a dash of these ones turns an otherwise decent sidecar into an incredible one."
1577,Regan's,Regan's Orange Bitters No. 6 - 5 oz Bottle,2017-01-14T19:38:14Z,,,,9.6 ounces,better bitters,"Regan's Orange Bitters No.6 is not only a wonderful flavor for mixed drinks but makes water, yep plain ol' water, taste fabulous!Purchased 3 bottles knowing that at least 2 of them will make wonderful stocking stuffers."
1578,Regan's,Regan's Orange Bitters No. 6 - 5 oz Bottle,2017-01-14T19:38:14Z,,,,9.6 ounces,Best Orange Bitter,"I've tried 5 other orange bitters, and I like this one the best. Not too sweet or citrus intensive (like Angostura). A little bit of a spice like flavor to compliment the orange. Works perfect in my Cherry Manhattan -- 3 parts Wild Turkey Rye, 1 part Herring Cherry liqueur, 2 dashes of Regan's, 2 Merry Maraschino cherries and a spoon of cherry juice from the cherry jar. So goooooood!"
1579,Regan's,Regan's Orange Bitters No. 6 - 5 oz Bottle,2017-01-14T19:38:14Z,,,,9.6 ounces,My favorite orange bitters,"In my opinion, this is the best all around orange bitters on the market. It has a very bitter, but complex flavor profile. For a lighter, more citrusy orange bitters, try Fee brothers west indian. But Regans adds more depth to most (though not all) cocktails."
1580,Regan's,Regan's Orange Bitters No. 6 - 5 oz Bottle,2017-01-14T19:38:14Z,,,,9.6 ounces,Going through a bitters period.,"Regan's Orange Bitters 6 is just as advertised. Intense and very potent, it will give your Manhattan or Old Fashioned a real kick in the pants. I want to experiment using it with Crepes Suzette or Grand Marnier cakes - it should intensify and enhance quite well. In addition: If you have not tried Fee Brother's Old Fashion Aromatic Bitters or Peychaud's Aromatic Cocktail Bitters - then you have not experienced what bitters can do for your cocktails - or vanilla ice cream - for that matter! I am afraid that the old stand-by Angostura just doesn't compare - and I like Angostura very much!"
1581,Regan's,Regan's Orange Bitters No. 6 - 5 oz Bottle,2017-01-14T19:38:14Z,,,,9.6 ounces,The best bitters I've found,"These orange bitters are very flavorful and, unlike several other brands, are not overly sweet. They are excellent in any of the dryer liquors. I always seek this product out over others of this type."
1582,Regan's,Regan's Orange Bitters No. 6 - 5 oz Bottle,2017-01-14T19:38:14Z,,,,9.6 ounces,Best orange bitters on the market,"Well balanced, aromatic, just spicy enough without being overpowering. Highly recommended for your next manhattan, and a lovely stocking stuffer."
1583,Regan's,Regan's Orange Bitters No. 6 - 5 oz Bottle,2017-01-14T19:38:14Z,,,,9.6 ounces,Your Secret Ingredient,"Bitters are making a resurgence these days and I know many bars (at least here in NYC) are bringing back a properly made cocktail. Looking at old cocktail books from the 20s, 30s, and 40s I found that bitters were a key ingredient in many classic cocktails. After doing extensive research I learned that Regan's made some of the best, if not the best, orange bitters (go to their website and read the story behind this product). Your other choices are Fee Brothers and Angostura. Regan's however gets, and in my opinion, deserves top billing when it comes to orange bitters. These bitters are great in a variety of drinks and I usually put two dashes in my Old Raj martinis. Although you don't get a strong orange flavor per se you do notice that these bitters subtly enhance the complexity of the drink. Try these and you won't be disappointed. Go to Regan's website to find literally hundreds of drink recipes that use their bitters. You'll be inspired to make something more than a boring vodka tonic or gin martini."
1584,Angostura,"Angostura Orange Bitters, 4 fl oz, ()",2017-01-14T19:39:03Z,,,,9.6 ounces,Not ready for prime time,"I have been working my way back to classic cocktail recipes ever since reading David Wondrich's book Imbibe! on the great Professor Jerry Thomas and his cocktail recipes and techniques. A wealth of information there and a beginning of a long journey to try to recreate the cocktail prior to the great disaster called Prohibition. As a martini drinker, I naturally wanted to explore the tastes of the original drink so I began with orange bitters. In my market there were no retailers who carried orange bitters, so I had to rely on the ever more expensive places that will ship the stuff to your door. I started with Fee Brothers orange bitters and then tried the Peychaud version of Gary Regan's orange bitters (no. 6). Finally about 3 months ago a local liquor and wine store chain started stocking the new Angostura orange bitters. Thinking it would be easier and less expensive to support a local merchant and also wanting to try the bitters, I picked up a bottle. I was a little taken aback when I saw the retail price, 11 versus 7 for Fee Brothers and 6 for Regan's. I decided to try it anyway.Upon opening the bottle I realized that the bottle itself was orange colored and the internal contents were virtually colorless. Having made many fruit and peel extractions for liqueurs, I was very suspicious. Forging on I sniffed the aroma from the open bottle. The first smell is definitely orange, with an underlying clove aroma and something cloying behind those aromas that does not seem to work well. In the drink the orange flavor is good and the bitterness that is necessary in a quality bitter is apparent. But it seems to me that it is quickly overwhelmed by something like a passion fruit flavor that definitely does not belong in a martini. I would consider using this product in drinks that have some fruit juice and will experiment some with it. I think wit would compliment a splash of pineapple juice in a drink like the Cobalt, but I would not use it in a martini."
1585,Angostura,"Angostura Orange Bitters, 4 fl oz, ()",2017-01-14T19:39:03Z,,,,9.6 ounces,An orange bitters worthy of the Angostura name,"I think it's fair to say that Angostura's ubiquitous aromatic bitters are the standard against which all other aromatic bitters are judged. And with the release of Angostura's orange bitters, I believe that the company has created a new standard in that area as well.These bitters are zesty, sharp, and deliver a gigantic orange punch. I am a huge fan of Regan's orange bitters, but where those go off into a deeper, spicier direction, Angostura's offering stays laser focused on orange, orange, and more orange. Brilliant. I highly recommend these bitters for anyone who needs a bit more orange accent in your cocktails -- and really, who doesn't"
1586,Angostura,"Angostura Orange Bitters, 4 fl oz, ()",2017-01-14T19:39:03Z,,,,9.6 ounces,A Dash of Brilliance from Angostura,"Angostura has been a brand name well-known to my family for generations. As a child, I remember my grandfather and keeping a bottle around. These days, I always have one on hand and so do most of my friends. Recently my local grocery store stopped carrying Angostura regularly so I looked online for it (as almost everything is available online these days) and much to my surprise it was available in original and orange flavor! I haven't yet tried any other brands or flavors of bitters, but I do know that I thoroughly enjoy Angostura orange bitters and will be buying another bottle. In fact, I may have been converted to orange. I find it versatile in that its great for cocktails, non-alcoholic mixers, and flavoring carbonated water such as club soda and seltzer. Like the original, the more you add, the more pronounced the flavor can be so the flavor can range from a delicate hint to bold."
1587,Angostura,"Angostura Orange Bitters, 4 fl oz, ()",2017-01-14T19:39:03Z,,,,9.6 ounces,Nice product but price a head scratcher,"Angostura Orange Bitters is now the third product in a tiny little product niche that includes long-standing stalwart Fee Brother's and Regan's No. 6. Since the traditional Angostura Bitters (essential ingredient in Manhattan and Pegu Club cocktails) is an institution that has extremely wide distribution, this product is piggybacking off the older product's brand recognition and iconic status. So why does this product cost 9.95 for 4 oz. when Regan's No. 6 costs 6.26 for 5 oz. and Fee Brothers costs 6.99 for 5 oz. The answer is that price probably doesn't matter if you've got the distribution. How many bottles of orange bitters you gonna go through this year, BippyBuy Amazon's 3-pack with one bottle of each brand, and you'll be set -- and confused -- for life.Angostura Orange Bitters happen to be very good."
1588,Angostura,"Angostura Orange Bitters, 4 fl oz, ()",2017-01-14T19:39:03Z,,,,9.6 ounces,Wheat Beer's Best Friend,"a single drop in the glass before you pour a wheat beer (belgian style) does the job much better than a slice of orange. the flavor hit is pure aromatic orange without the nasty taste of the pith.failed experiments included:*more than one drop: over the top*in a glass of budmillcoor lite: weirdly bitter and flavorless at the same time*in a trappist ale: puts the beer out of balanceLynn Hoffman, author The Short Course in Beer"
1589,Angostura,"Angostura Orange Bitters, 4 fl oz, ()",2017-01-14T19:39:03Z,,,,9.6 ounces,GREAT Quality at a GREAT price,"Bitters have been so strong in the craft-cocktail scene these days, and we are always searching for the best quality and flavors to put behind our bar. This version of Angostura Bitters (Orange) contributes a wonderfully tart and sweet hint to any drink. We are incredibly happy with the results that have been shown when using these. The Price point on this bottle wins all the starts however, as our wholesale purveyors carry the same product for about 5 higher than Amazon's list-price."
1590,Master of Mixes,"Master of Mixes Handcrafted Mojito Mixer, 33.8 FL OZ",2017-08-15T03:05:22Z,TRUE,,5,,Hard to find in bulk,It was a great buy
1591,Helados Mexico,"Helados Mexico Paletas Coco Premium Bolis, 5.0 fl oz",2017-09-20T01:18:35Z,TRUE,12,5,,Delicious Coconut popsicle ice cream,Great product. I wish Walmart could keep these in stock. They have been out of stock for weeks. Great value... each popsicle is huge. Come on Walmart... stock these already!!!!
1592,Helados Mexico,"Helados Mexico Paletas Coco Premium Bolis, 5.0 fl oz",2017-09-20T01:18:35Z,TRUE,1,5,,YUMMERS,"I'm a very picky about buying prepackaged anything, but these are SOOOO good!!!"
1593,Brisk,Brisk174 Raspberry Iced Tea - 12pk/12 Fl Oz Bottles,2017-09-02T07:55:36Z,TRUE,1,5,10.4 lbs,Sugar free,I drink this all day but it would be nice if a sugar free version was available
1594,Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",2017-09-23T02:53:08Z,TRUE,0,5,2.81 lbs,Great collins mix,"Can't find it anywhere in stores and the price is unbelievable check some of the prices people are asking. just move to Maryland from Virginia all VA stores always had it on their shelves, I think it's as close to hand made as you can find. I will always have some on hand as long as I can find it."
1595,Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",2017-09-23T02:53:08Z,FALSE,2,2,2.81 lbs,To sweet,It took me 3 orders to get the right product. The Collins mix was to sweet for my taste. I tried diluting the mix to cut down on the sweetness but to no avail. I found a product called Polar Tom Collins mix which was almost perfect and can be purchased on-line for a much lower price.
1596,Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",2017-09-23T02:53:08Z,TRUE,0,5,2.81 lbs,fortheod1,"very good product,hard to find locally!"
1597,Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",2017-09-23T02:53:08Z,TRUE,0,5,2.81 lbs,Fabulous mixer!,I prefer to purchase this in the store individually but will do whatever's necessary to get it! Absolutely a MAGNIFICENT mixer!
1598,Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",2017-09-23T02:53:08Z,TRUE,0,5,2.81 lbs,Collins Mixer,Took 2 tries to get the right order. The product itself is very good.
1599,Master of Mixes,"Master Of Mixes Collins Mixer, 1 l (Pack of 6)",2017-09-23T02:53:08Z,TRUE,0,5,2.81 lbs,The best Collins mix on the market.,The best Collins mix you will ever find.
1600,Home Brew Ohio,"Plain Gold Crowns for Beer Bottles, 1 Gross of Caps",2015-10-30T12:46:33Z,,,,9.6 ounces,Five Stars,A great buy for the home bottler. Would recommend to a brewing friend.
1601,Home Brew Ohio,"Plain Gold Crowns for Beer Bottles, 1 Gross of Caps",2015-10-30T12:46:33Z,,,,9.6 ounces,Four Stars,"Look good, just your basic old bottle caps."
1602,Home Brew Ohio,"Plain Gold Crowns for Beer Bottles, 1 Gross of Caps",2015-10-30T12:46:33Z,,,,9.6 ounces,Four Stars,Seems like they should go on the bottle better
1603,Home Brew Ohio,"Plain Gold Crowns for Beer Bottles, 1 Gross of Caps",2015-10-30T12:46:33Z,,,,9.6 ounces,They are great for charms but you should know a couple of things,"I purchased these to make charms. They work fine, but if you are using them for this purpose you should know they have a plastic liner. I didn't see that in the description and didn't think about it till thy were received. You can peel off the liner but it's a nuisance. Also, I use a Sizzix Big Kick to flatten. At first they were going complete flat and distorted into ovals. After several frustrating attempts, I realized I was using an extra shim from a previous project. If you use just the base plate and the 2 cutting plates, they will turn out perfectly. Also, they cut deep and will stick' to the cutting plate but will pop out very easily. My plates are already pretty shot, so I will probably keep using them just for the bottle caps and get new ones for my other projects."
